"ID","Group","Scope","Name","Requirement","Example"
"REL-RUL-044","Relationship & Graph","ALL","Attribute Belongs to Its Rightful Owner","An attribute that describes a different entity than the product it currently sits on must be moved to the entity it truly describes, with an FK established back to it, rather than left as a denormalized copy.","A column describing a different thing should move to that thing, with a link kept back. If `order` carries a 'customer loyalty tier' that really describes the customer, move it to `customer` and keep `order` linked by `customer_id`."
"ATT-RUL-033","Sample Data","Attributes","PK Sequential","BIGINT PKs must be sequential starting from 10001, NEVER NULL. STRING PKs must be valid UUIDs.","Sample identifiers count up cleanly and are never blank. Numeric identifiers start at 10001 and increment: 10001, 10002, 10003, and so on."
"ATT-RUL-035","Sample Data","Attributes","FK Random Range","BIGINT FKs must be random values from [10001, 10001 + records - 1]. STRING FKs use UUIDs.","Sample links pick a random valid identifier from the target table. For ten records, a link points at a random value between 10001 and 10010."
"ATT-RUL-037","Sample Data","Attributes","PK/FK Exclusivity","A column should NEVER be both a primary key AND a foreign key simultaneously.","A column is either an identifier or a link in a given table, never both at once. `customer_id` is the identifier in `customer` but a link in `order`."
"ATT-RUL-039","Sample Data","Attributes","Regex Compliance","All values MUST comply with value_regex patterns defined on the attribute.","Sample values must match the column's format rule. If a code field must be three uppercase letters, every sample value follows that exactly."
"ATT-RUL-041","Sample Data","Attributes","Geographic Codes","Country codes MUST be 3-letter uppercase ISO format. No regional names (EU, LATAM).","Sample country values use the three-letter uppercase code. Use 'USA', 'GBR' or 'DEU', not 'United States' or a region like 'EMEA'."
"GEN-RUL-005","Sample Data","ALL","Exact Record Count","Generate EXACTLY the configured number of records per table. No more, no fewer.","Generate exactly the requested number of sample rows. If ten rows are configured, every table gets exactly ten, no more and no fewer."
"GEN-RUL-006","Sample Data","ALL","No Lorem Ipsum","Data MUST be realistic and business-appropriate. NO Lorem Ipsum or placeholder text.","Sample data should look realistic, not like filler. Use believable names, addresses and amounts, never 'John Doe', 'Test Company' or placeholder text."
"ATT-RUL-013","Semantic Deduplication","Attributes","Attribute Dedup Confidence","Only flag attribute duplicates when >80% confident they represent the SAME business concept. False positives worse than false negatives.","Only merge two columns when you are quite sure they mean the same thing. 'creation_date' and 'created_at' are clearly the same and can merge, but 'start_date' and 'end_date' are different and stay."
"ATT-RUL-015","Semantic Deduplication","Attributes","No Name Invention in Merge","When merging product attributes, NEVER introduce new attribute names - only choose among existing attributes.","When merging columns, pick from the existing names rather than inventing a new one. Choose the better of the two real names; do not make up a third."
"ATT-RUL-016","Semantic Deduplication","Attributes","High-Confidence Column Dedup","When checking for duplicate columns within a table, only flag them with 80% or higher confidence.","Only flag two columns in a table as duplicates when you are highly confident. 'termination_date' and 'end_date' at high confidence can merge, but a weak 60% guess does not."
"ATT-RUL-018","Semantic Deduplication","Attributes","Protect Key Attributes","PK and FK attributes are protected from removal during attribute deduplication. They must never be flagged as duplicates.","Identifier and linking columns are protected from being merged away. If `customer_id` and a `client_id` business field look alike, only the business field can be considered, never the identifier."
"DOM-RUL-016","Semantic Deduplication","Domains","Unique Domain Names","No two domains may have the same name.","Two business areas cannot share a name. If one finance area handles accounting and another handles investment, name them 'accounting' and 'investment' instead of both 'finance'."
"PRD-RUL-001","Semantic Deduplication","Products","First-Class Entity Test","Every product must pass 5 tests: (1) own identity, (2) own lifecycle, (3) 5+ unique business attributes, (4) natural domain owner, (5) semantic uniqueness.","A real standalone table must have its own identity, lifecycle, several unique attributes, a natural home, and be distinct. A bare 'status_code' table of just id, name and code fails and should become an attribute on its parent."
"PRD-RUL-002","Semantic Deduplication","Products","SSOT Violation Detection","Same-name products across domains AND industry synonyms (e.g., customer/client, invoice/bill) are SSOT violations.","The same concept under different names in different areas is a duplication problem. A `customer.profile` and a `client.profile` describe the same party, so pick one authoritative home."
"PRD-RUL-003","Semantic Deduplication","Products","Overlap Threshold for Merge","Products with 60%+ attribute/purpose overlap across domains trigger MERGE_TO_SHARED with discriminator column.","Two tables that mostly overlap across areas should be merged with a marker column. A customer interaction and a support interaction at 70% overlap merge into one shared interaction with a source-type marker."
"PRD-RUL-005","Semantic Deduplication","Products","Overlap Threshold for Remove","Intra-domain duplicates or products with 90%+ overlap where one is clearly redundant -> REMOVE.","Within one area, near-identical duplicate tables should have the weaker one removed. Two `account` tables in the same area at 95% overlap mean removing the less complete one."
"PRD-RUL-007","Semantic Deduplication","Products","Different Entity Types Protected","Master data vs transactional data = NEVER duplicates. Different lifecycle stages = NOT duplicates. Parent vs child = NOT duplicates.","Tables of genuinely different kinds are never duplicates. A master `customer` and a transactional `order`, or different lifecycle stages, are kept separate even if names look similar."
"PRD-RUL-008","Semantic Deduplication","Products","Generic vs Specific Scope Guard","If one product is GENERIC (shared.party) and another is DOMAIN-SPECIFIC (customer.profile), they are NOT duplicates.","A generic shared table and a specific one are not duplicates. A cross-area `shared.party` and an area-specific `customer.profile` serve different purposes and both stay."
"PRD-RUL-009","Semantic Deduplication","Products","Domain Merge Threshold","If 5+ products have same/similar names across two domains -> flag as IDENTICAL_DOMAIN_PAIR for potential domain merge.","When two areas share many similarly named tables, consider merging the areas. If 'customer' and 'client' both have account, profile, contact, address and preference, they are likely the same area."
"PRD-RUL-010","Semantic Deduplication","Products","Merge Over Delete","For cross-domain overlaps >=60% prefer MERGE_TO_SHARED with discriminator column rather than REMOVE.","For overlaps across areas, prefer merging into a shared table over deleting. Across areas, combine into one shared table with a marker; within one area, deleting a true duplicate is fine."
"PRD-RUL-012","Semantic Deduplication","Products","Mutual Exclusivity","A product cannot be both 'product_to_keep' in one pair AND 'product_to_remove' in another pair.","A table cannot be marked to keep in one comparison and to delete in another. If `account` is kept against `client_account`, it cannot then be removed against `billing_account`."
"PRD-RUL-013","Semantic Deduplication","Products","FK Orphaning Check","Before removing product P, check if other products have FK references to P. Removing P would orphan those FKs.","Before removing a table, check whether others link to it. Removing `address` while ten tables link to it would break all those links, so it stays."
"PRD-RUL-015","Semantic Deduplication","Products","Removal Confidence","Product removals require >90% confidence that the item truly does not belong.","Only remove a table when you are very confident it does not belong. When in doubt, keep it; removal needs strong justification."
"PRD-RUL-017","Semantic Deduplication","Products","Discriminator Pattern","When merging products from different domains, add a discriminator attribute (e.g., party_type, interaction_source_type).","When merging tables from different areas, add a marker column to tell them apart. Merging a customer contact and a partner contact adds a 'contact_type' marker with values 'customer' and 'partner'."
"PRD-RUL-021","Semantic Deduplication","Products","Unique Table Names per Domain","No two tables within the same domain may have the same name.","Two tables in the same area cannot share a name. The 'customer' area cannot have two tables both called `profile`."
"PRD-RUL-023","Semantic Deduplication","Products","Consolidate Cross-Domain Tables","When tables with the same name exist in different domains, consolidate if attribute overlap >=70%. If <70%, keep both but rename secondary with domain prefix.","Same-named tables in different areas merge if they overlap a lot, otherwise both stay with one renamed. A sales order and a procurement order at 75% overlap merge; a customer device and an IoT device at 30% stay separate."
"PRD-RUL-069","Semantic Deduplication","Products","No Bare/Prefixed Duplicate Product Pair in a Domain","Within one domain, a bare product X and a concept-prefixed variant of the same entity (X and procurement_X) must not coexist; they are the same entity and must be merged to a single owner.","Within one area, a plain table and a prefixed version of the same entity should not coexist. Holding both `goods_receipt` and `procurement_goods_receipt` is a duplicate; keep one."
"SDT-RUL-001","Semantic Distinction","Attributes","Method vs Channel","payment_method (instrument: card, cash, check) vs payment_channel (interface: online, in-store, phone) - NOT duplicates.","How someone pays and where they pay are different things. A payment method (card, cash, check) and a payment channel (online, in-store, phone) answer different questions and are both kept."
"SDT-RUL-002","Semantic Distinction","Attributes","ID vs Name","customer_id (system identifier) vs customer_name (display label) - NOT duplicates.","An identifier and a display name are different. `customer_id` is for matching records while `customer_name` is for showing to people, so both are kept."
"SDT-RUL-003","Semantic Distinction","Attributes","Target vs Actual","sla_target_time vs sla_actual_time - NOT duplicates. Different measurement semantics.","A target and the actual result are different. A service-level target time and the actual measured time are both needed to judge whether the target was met."
"SDT-RUL-004","Semantic Distinction","Attributes","Lifecycle Timestamps","created_at, modified_at, approved_at, completed_at - NOT duplicates. Each is a distinct lifecycle event.","Different lifecycle timestamps are not duplicates. `created_at`, `approved_at` and `completed_at` each mark a distinct moment in a record's life."
"SDT-RUL-005","Semantic Distinction","Attributes","Different Granularity","scheduled_date (DATE) vs scheduled_start_time (TIMESTAMP) - NOT duplicates if different precision needed.","A date and a precise time can both be needed. A scheduled date for calendar planning and a scheduled start time for precise timing are different and both kept."
"SIZING-RUL-005","Sizing","ALL","Model Breadth Scales With Industry Complexity","The number of domains, products, and attributes must scale with the industry complexity (regulatory bodies, operational systems, distribution channels, product-hierarchy depth). A complex, regulated, multi-channel industry yields a broad model; when complexity is ambiguous, size UP toward the richer band, never down.","A more complex, heavily regulated industry deserves a bigger model. When in doubt about complexity, lean toward the larger size rather than the smaller one."
"SIZING-RUL-006","Sizing","ALL","Sizing Validation Math (base × uplift ≥ tier total)","Chosen domain×product params control BASE tables only; associations are added later. Params MUST satisfy `base_tables × association_table_uplift ≥ tier_minimum_total` (base_tables ≈ avg_domains × avg_products_per_domain; total_attributes ≈ total_tables × avg_attributes_per_product). Both ECM and MVM midpoints must be validated against tier total targets before finalizing.","Make sure the chosen sizes actually add up to the target totals. The base tables times their expected growth should meet or exceed the overall target before finalizing."
"SIZING-RUL-007","Sizing","ALL","MVM Lightness From Fewer Tables, Not Thinner Attributes","An MVM MUST NOT thin out attributes. Every MVM table carries the SAME attribute depth as the equivalent ECM table; MVM lightness comes ONLY from covering fewer domains and fewer tables per domain. An MVM must be a production-ready foundation. (Resolves the contradiction in the candidate set — the authoritative legacy statement is SAME depth.)","A lightweight model has fewer tables, not shallower ones. Each table in a small model carries the same depth of detail as in a full model; it just covers fewer areas and tables."
"SIZING-RUL-008","Sizing","ALL","Resize Hits Absolute Volumetric Targets, Not Source Ratios","Shrink (ECM→MVM) and enlarge (MVM→ECM) MUST land within ABSOLUTE target ranges (target domains, products/domain, ~target_total_tables ±tolerance%) regardless of source size, explicitly NOT ratios/multiples of the source. Shrink follows the mandatory elimination order: back-office domains → association tables → non-core tables → consolidate small domains → verify+add-back. Survivors stay non-siloed.","Resizing aims at fixed target sizes, not multiples of the original. Shrinking or growing a model lands within absolute target ranges regardless of how big the source was."
"SIZING-RUL-009","Sizing","ALL","Resize Immutability Guarantees","Shrink may ONLY keep or remove existing domains/products (never invent new ones; relocated products move only to surviving domains). Enlarge MUST retain ALL existing domains and products verbatim (no remove/rename/relocate) and only ADD new ones.","Shrinking can only keep or drop existing tables, never invent new ones, while growing keeps everything and only adds. A shrink relocates surviving tables only into surviving areas."
"SIZING-RUL-010","Sizing","ALL","MVM Back-Office Domain Exclusion","In an MVM (shrink), full back-office domains (from `back_office_domain_candidates`) are OUT OF SCOPE unless the user explicitly requires them — prefer zero tables from those domains. Operational references to people may remain only as a minimal actor/identity slice under `person_landing_domain`. Back-office is cut FIRST, before operations is trimmed.","When shrinking, drop back-office areas first unless the user needs them. A minimal slice of people data may remain, but full HR or finance areas are cut before operations is trimmed."
"SIZING-RUL-012","Sizing","ALL","Thin-Domain Detection via Median","Compute the median product count across all domains; any domain below 75% of the median is THIN and MUST be flagged to enrich or merge. This is a relative (median-based) test, distinct from the absolute min-products band.","Compare each area against the typical area size and flag the unusually thin ones. An area with far fewer tables than the median should be enriched or merged."
"SIZING-RUL-013","Sizing","ALL","Deterministic Small-Overage Product Trim (≤3 above max)","When a domain generates at most 3 products above its sizing max, the excess MUST be trimmed DETERMINISTICALLY by dropping the LAST products (LLM emits most-essential first) WITHOUT a validation error or retry. Distinct from the >15% hard-ceiling trim — a small-overage (N+1..N+3) auto-fix to avoid soft-accept retry exhaustion. Overage >3 still hard-fails with a reduce instruction.","If an area is just a few tables over its limit, quietly drop the last, least essential ones rather than failing. Going only one to three over triggers an automatic trim; going far over still fails and is redone."
"SIZING-RUL-014","Sizing","ALL","user_sizing_override Flag Emission Contract","When user vibes explicitly request a model size / table count / domain count / scope restriction outside normal tier ranges, the sizing-parameter output MUST set `user_sizing_override=true` and params reflect the user's intent; the code then relaxes guardrail clamping. Default false keeps tier guardrails active. This is the explicit signal that lets downstream caps demote to advisory.","When the user explicitly asks for a specific size outside the normal range, honour it and relax the usual limits. Otherwise the standard size guardrails stay in force."
"DOM-RUL-020","Subdomain","Domains","Subdomain Count Range","Min and max subdomains per domain defined by complexity tier. Never exactly 1 subdomain per domain.","Each area is split into a sensible number of sub-areas, never just one. A typical area might have three to six sub-areas depending on the model's complexity."
"DOM-RUL-021","Subdomain","Domains","Exactly Two Words","Each subdomain name must be EXACTLY 2 words. 1 word = rejected. 3+ words = rejected.","A sub-area name is exactly two words. 'customer identity' is valid, while a single word like 'identity' is rejected."
"DOM-RUL-022","Subdomain","Domains","Min Products Per Subdomain","Every subdomain must contain at least the minimum products per subdomain defined by the tier.","Each sub-area must hold at least the minimum number of tables for its tier. A sub-area with only one table should be merged into another."
"DOM-RUL-024","Subdomain","Domains","No Overlapping Words","No two subdomains within the same domain may share any word in their names.","Two sub-areas in the same area cannot share a word. 'customer identity' and 'customer engagement' clash; use 'personal identity' and 'active engagement' instead."
"DOM-RUL-025","Subdomain","Domains","Business-Focused Names","Use business terminology, NOT technical terms for subdomain names.","Sub-area names use business language, not technical labels. 'account management' is good; 'table_group_1' is not."
"DOM-RUL-026","Subdomain","Domains","Balanced Distribution","Products should be distributed as evenly as possible across subdomains within a domain.","Spread tables roughly evenly across an area's sub-areas. With three sub-areas and twelve tables, aim for about four each rather than ten in one."
"DOM-RUL-027","Subdomain","Domains","No Placeholder Names","NEVER use: 'Sub Domain1', 'Category 1', 'Group A', 'N/A', 'Other', 'General', 'Miscellaneous'.","Sub-areas need real names, never placeholders. 'Group A', 'Other', 'Miscellaneous' or 'N/A' are not acceptable."
"DOM-RUL-029","Subdomain","Domains","No Subdomain Drift","Each subdomain belongs to exactly ONE parent domain. No cross-domain subdomains.","Each sub-area belongs to exactly one area. 'customer identity' lives only in its parent area and cannot span several."
"SURG-RUL-001","Surgical Mode","Relations","Self-Ref FK Must Create New Column","When creating or renaming a self-referencing FK, the agent MUST create a new column with a hierarchical prefix (parent_, manager_, reporting_, etc.). It MUST NOT rename or overwrite the existing PK column. If the FK column name equals the PK name, the FK is always invalid and must be rejected.","To make a table point to itself, add a new column with a relationship name; never reuse the identifier. A `category` table gets a new `parent_category_id`; you must not rename `category_id` itself."
"SURG-RUL-002","Surgical Mode","Relations","User-Vibed Links Protected from Bidirectional Removal","FK links that were explicitly requested by the user via vibe instructions are protected from the bidirectional FK removal pass. When the QA stage detects A->B and B->A FK pairs, it MUST skip removal of any link flagged as user-vibed. User intent takes priority over bidirectional FK prohibition.","A link the user specifically asked for is protected from automatic cleanup. If the user said 'link order to warehouse', that link stays even when the cleanup pass removes the reverse link."
"SURG-RUL-003","Surgical Mode","Products","Untouched Tables Use IF NOT EXISTS","During surgical deploy, tables that were NOT modified by the current vibe session MUST be deployed with CREATE TABLE IF NOT EXISTS. Only tables that were actually touched by the vibe get full CREATE TABLE or CREATE OR REPLACE TABLE. This ensures surgical deploy is idempotent and safe for existing data.","When updating just part of a model, leave untouched tables exactly as they are. A change to `order` rebuilds `order`, while `customer` and `product` are left alone so their existing data is preserved."
"SURG-RUL-004","Surgical Mode","ALL","Self-Reference Allowed by Role-Label OR Type-Matched Prefix","A self-ref FK in-domain is allowed not only for the recognized hierarchical prefix list but also when the column has a recognizable role prefix/suffix AND its integer type matches the PK type (`_is_role_labeled_self_ref(attr_type, pk_type)`); otherwise BLOCKED at creation with ""FK name must differ from PK"".","A self-link is allowed when its column has a clear role name and matches the identifier's type; otherwise it is blocked. A properly named parent or manager column is fine, a plain reuse of the identifier is not."
"ATT-RUL-019","Tag & Classification","Tags","Classification in Tags Only","Data classification levels go in TAGS only, NOT in attribute names or descriptions. Consequently, attribute names must NEVER include classification prefixes like 'restricted_', 'confidential_', etc.","Sensitivity belongs in the tags, not in the column name. An email field is named `email_address` and tagged as restricted personal data, not renamed 'restricted_email'."
"ATT-RUL-020","Tag & Classification","Tags","PII Tag Requirements","MUST include specific PII tags: pii_email, pii_phone, pii_identifier, pii_address, pii_financial, pii_health, pii_biometric, pii_name, pii_dob, pii_national_id, pii_passport, pii_ip, pii_device.","Personal data fields get a specific privacy tag. An email gets a personal-email tag, a national ID gets a national-identifier tag, and so on."
"ATT-RUL-021","Tag & Classification","Tags","No Structural Tags","DO NOT include primary_key or foreign_key tags - these are structural, not classification.","Do not tag columns as primary key or foreign key; that is structural, not a sensitivity label. Whether a column is a link is tracked separately from its tags."
"ATT-RUL-022","Tag & Classification","Tags","Sensitive Data is RESTRICTED","PII (Personally Identifiable Information), PHI (Protected Health Information), and PCI (Payment Card Industry data) MUST ALL be tagged as 'restricted' with a specific PII/sensitivity tag. This is non-negotiable for regulatory compliance (GDPR, HIPAA, PCI-DSS).","Personal, health and payment data must always be marked restricted with a specific tag. A name, an email, a diagnosis and a credit card number each get the restricted label plus their specific sensitivity tag."
"ATT-RUL-023","Tag & Classification","Tags","CONFIDENTIAL for Non-PII","Use 'confidential' only for sensitive business data that is NOT PII/PHI/PCI.","Use 'confidential' for sensitive business data that is not personal. Salary bands, internal pricing or trade secrets are confidential, but personal data is restricted instead."
"ATT-RUL-024","Tag & Classification","Tags","Empty Tags for Regular Data","For regular operational data (status fields, codes, non-sensitive identifiers), leave tags EMPTY.","Ordinary operational fields need no sensitivity tag. An `order_status`, a product category code or a `warehouse_id` are left untagged."
"ATT-RUL-025","Tag & Classification","Tags","Custom User Tags","If user vibes request custom tags (key=value), MUST add to EVERY applicable attribute. User tags always take priority.","If the user asks for a custom tag, apply it to every field it applies to, and let it take priority. 'tag all customer columns with source=crm' means every customer field gets that tag."
"ATT-RUL-027","Tag & Classification","Tags","No Reserved Characters in Tags","Individual tag values must not contain reserved characters. Use underscores instead.","Tag values use only plain characters and underscores. 'pii_email' is valid; 'pii-email', 'pii.email' or 'data=sensitive' are not."
"ATT-RUL-059","Tag & Classification","Tags","Org Contact PII Tagging","Organizational contact data (facility addresses, office phone numbers, branch locations) MUST be tagged as 'confidential' even when not personal PII. Business contact information represents sensitive operational data that requires access control.","Business contact data like office addresses and phone numbers is marked confidential even though it is not personal. A facility address or office phone gets the confidential label, not the restricted one reserved for personal data."
"ATT-RUL-060","Tag & Classification","Tags","Custom Tag Physical Persistence","Custom tags defined in user vibes MUST persist through the full pipeline to physical Unity Catalog tables via ALTER TABLE SET TAGS and ALTER TABLE ALTER COLUMN SET TAGS SQL statements. Tags must appear in both the logical model (model.json) and the physical deployment.","Custom tags the user defines must follow through to the actual deployed tables, not just the design. A request to tag all patient tables with 'compliance=hipaa' must end up applied on the real tables."
"ATT-RUL-084","Tag & Classification","Tags","FK Attribute Carries a Business Glossary Term","Every FK attribute must carry a business-glossary term derived from its column name and a description naming the target entity and the business reason for the link.","Every linking column needs a friendly name and a description of what it connects and why. A `billing_address_id` reads as 'Billing Address (link)' and explains it points to the address used for billing."
"GEN-RUL-007","Vibe Governance","ALL","Vibe Deviation Justification","User vibe instructions are the highest authority for model decisions. The agent MUST follow vibe instructions or explicitly justify any deviation in the model architect review. Silent non-compliance is forbidden. Justifications must reference a specific modelling rule that conflicts with the vibe.","The user's instructions are the top authority, and any deviation must be explained, not silent. If the user asked for five areas but the model has four, the review must state which two were merged and why."
"GEN-RUL-010","Vibe Governance","ALL","Vibe-Version Write Barrier","On any 'vibe modeling of version' operation, the agent MUST write to a NEW model version (v+1), NEVER overwrite the source version in place. _assert_vibe_version_advances() MUST guard every metamodel write callsite (model.json save, _metamodel.business UPSERT, domain/product/attribute writes, JobTags update). The barrier raises if it detects the destination version equals the source version. (v0.8.3 R1 / v0.8.4 4th callsite)","Re-modelling an existing version writes a new version rather than overwriting the old one. Starting from version 1 produces version 2, and version 1 stays intact for comparison."
"MET-RUL-001","Metric View","Metrics","Metric View Has Measures and Dimensions","A metric view must define at least one measure (an aggregation such as a sum, count, or average) and at least one dimension (a grouping such as region, month, or category). A metric view left with no measure, or no dimension, is invalid and must not be kept.","A ""Sales by Region"" metric view needs at least one number to measure (total sales) and at least one way to group it (region). An empty view with only a name, nothing to add up, or no grouping is not a real metric view and should be dropped."
"MET-RUL-002","Metric View","Metrics","Metric View Built on a Single Declared Source","A metric view is defined over one declared source product, and every measure and dimension it uses must be a column that physically exists on that source product. It must not silently pull columns from unrelated tables.","A ""Monthly Revenue"" view built on the invoice table can only add up and group by columns that exist on invoice, like amount and invoice_date. It cannot use a region column that lives on the customer table unless that relationship is properly modeled."
"MET-RUL-003","Metric View","Metrics","Named KPIs Are Built As Specified","When the business names a specific KPI or metric view together with its intended measure and grouping, the model must include a metric view with that exact name, that measure, and those dimensions, not a renamed or empty stand-in.","If the business asks for a ""Vacancy Rate by Division"" KPI, the model must contain a view named ""Vacancy Rate"" that computes the vacancy rate grouped by division, not an auto-named view like headcount_by_org that measures something else."
"MET-RUL-004","Metric View","Metrics","Respect the Requested Metric-View Count","When the business says how many metric views it wants (for example, ""exactly three""), the model contains that many, limited to the requested set. Extra auto-generated metric views beyond what was asked for are not added.","If the request is for exactly three dashboards, the model should have those three and no more. It should not silently add eighteen auto-generated per-table metric views nobody asked for."
"MET-RUL-005","Metric View","Metrics","Business-Meaningful Metric View Names","A metric view name clearly describes what it measures in business terms. Generic, technical, or auto-generated stub names are not acceptable.","Name a view ""Monthly Revenue by Region"" so anyone immediately knows what it shows. Avoid vague names like mv1, metric_view_a, or a raw copy of a table name that says nothing about what is being measured."
"QGATE-RUL-001","Quality Gate","ALL","Authoritative Deterministic Gates","Structured quality is enforced by DETERMINISTIC static gates that read the real model dict (and, post-build, the physical catalog). For every VREQ class that maps to a gate (glossary/division/subdomain/PII/type/PK/FK/description), the deterministic gate verdict is AUTHORITATIVE and OVERRIDES the LLM verifier verdict. The scoreboard cannot false-negative (artifact present but scored missing) or false-positive (missing but scored present).","gov_transport base-MVM had 3031 glossary tags + 7 subdomain tags physically present, yet the LLM verifier scored them FAILED off a lossy snapshot. The deterministic gate reads the dict, sees 100% coverage, and reports fulfilled - overriding the lie."
"QGATE-RUL-002","Quality Gate","Tables","Every Table Has a Primary Key","Every table (data product) MUST declare at least one primary-key attribute. A table with no PK is a hard gate failure routed to the agentic repair loop.","Table 'customer.account' with no is_primary_key attribute -> missing_pk finding -> SelfFixer adds the PK."
"QGATE-RUL-003","Quality Gate","Foreign Keys","Every FK Targets a Valid PK","Every foreign_key_to reference MUST resolve to an existing target product whose referenced column is that product's primary key. Dangling FKs, FKs to non-PK columns, and FKs to missing products are gate failures.","FK 'order.customer_id -> customer.account.id' is valid only if customer.account.id is a PK. If it points to a non-PK or missing target it is flagged broken_fk/pk_mismatch."
"QGATE-RUL-004","Quality Gate","Foreign Keys","FK and Target PK Same Type","A foreign-key column MUST have the same base data type as the primary-key column it references. Type mismatches (e.g. STRING FK to BIGINT PK) are gate failures.","order.customer_id BIGINT -> customer.account.id BIGINT is valid. order.customer_id STRING -> customer.account.id BIGINT is fk_pk_type_mismatch."
"QGATE-RUL-005","Quality Gate","Attributes","Glossary Term Tag Coverage","When a business glossary is in use (any attribute carries a glossary tag, or the vibe requests one), EVERY business attribute (excluding PK and FK columns) MUST carry a glossary-term tag. Coverage below 90% is a gate failure routed to repair.","If glossary tagging is active, attribute 'patient.encounter.diagnosis_code' must have a *_business_glossary_term tag. Untagged business columns -> missing_glossary_tag."
"QGATE-RUL-006","Quality Gate","Attributes","PII Sensitivity Tag Coverage","Every attribute whose name matches a person-data pattern (name/email/phone/ssn/dob/address/national_id/...) MUST carry a PII/sensitivity/classification tag. Person-pattern columns without a sensitivity tag are gate failures.","'customer.contact.email' must carry a pii/sensitivity tag. An untagged 'ssn' column -> pii_tagging_missing."
"QGATE-RUL-007","Quality Gate","Domains","Every Domain Has a Division Tag","Every domain MUST carry a non-empty division tag. A domain with no division is a gate failure.","Domain 'maintenance' with division='' -> missing_division_tag -> SelfFixer assigns operations/business/corporate."
"QGATE-RUL-008","Quality Gate","Domains","Division Within Canonical Set + Balance","Every division value MUST be within {operations, business, corporate} (QGATE invalid_division otherwise). Corporate must stay <=20% of all domains (division_imbalance otherwise), per DOM-RUL-001.","6/10 domains tagged corporate -> division_imbalance. division='ops_support' -> invalid_division."
"QGATE-RUL-009","Quality Gate","Tables","Every Table Has a Subdomain Tag","Every table MUST carry a non-empty subdomain grouping tag. Tables without a subdomain are gate failures.","Table 'finance.invoice' with subdomain='' -> missing_subdomain_tag."
"QGATE-RUL-010","Quality Gate","ALL","Descriptions Present and Non-Placeholder","Every domain, table, and attribute MUST have a description. Descriptions that are missing, placeholders (tbd/n/a/todo/none/-), echoes of the name, or shorter than 10 chars are gate failures (missing_*_description / low_quality_description).","attribute 'order.line.qty' with description='qty' (echo) or 'tbd' -> low_quality_description -> repair loop rewrites it."
"QGATE-RUL-011","Quality Gate","ALL","Gates Wired Into Agentic Repair Loop","Every structured gate category MUST be in the SelfFixer fixable whitelist so a discovered failure is automatically requeued and repaired within the agentic loop (not merely reported). Curated completeness categories (descriptions, tags, types) are queued even at info severity.","missing_glossary_tag/missing_division_tag/missing_subdomain_tag/fk_pk_type_mismatch/low_quality_description all appear in _v366_sa_findings_requeue _fixable and reach SelfFixer."
"QGATE-RUL-012","Quality Gate","ALL","Physical-Parity Gate","After the physical build, a parity gate MUST compare the live catalog (information_schema column_tags/columns/tables and the _metrics schema) against model.json. Any artifact declared in model.json but missing physically (dropped tags, dropped columns, dropped metric views) is a gate failure - this is the ground-truth anti-lying check.","model.json declares 15 metric views; SHOW TABLES IN cat._metrics returns 13 -> physical-parity failure (2 metric views dropped at install)."
