"ID","Group","Scope","Name","Requirement","Example"
"G12-R015","Product Design","Products","Separate Distinct Workflows","Tables that represent fundamentally different business workflows should be separate entities, even if they seem related.","""order"" belongs to the commercial sales workflow (sales SLAs, revenue recognition). ""service_request"" belongs to the support/assurance workflow (support SLAs, resolution tracking). Even though both involve customers and dates, they go through completely different business processes. Ask: ""Do these go through the same business process?"" If no, they are separate tables. Do not combine them into a generic ""request"" mega-table."
"G12-R016","Product Design","Products","Catalog vs Instance Entities","Distinguish between catalog/template entities and instance entities.","""product_catalog"" (what IS available — product definitions, pricing templates) and ""subscription"" (what a customer HAS — active services, placed orders) are different tables even though they share similar attributes. The catalog is updated by the product team infrequently; subscriptions are created by customers constantly. Similarly, ""tariff"" (pricing template) and ""charge"" (actual billed amount) are different entities — one describes the rules, the other describes what happened."
"G12-R017","Product Design","Attributes","Clear Business Value Columns","Every column must have clear, direct business value. Remove filler columns.","Every column should pass this test: ""What specific business question does this column answer?"" ""subscription_start_date"" answers ""When did this subscription begin?"" — keep it. ""notes_field_3"" answers nothing specific — remove it. ""misc_data"" is a filler column with no clear purpose — remove it. If you cannot articulate clear business value for a column, it is padding the schema and should not exist."
"G12-R018","Product Design","Attributes","Fundamental Entity Columns","Certain table types must include fundamental columns (e.g., Person needs name/contact).","A ""customer"" (person entity) MUST include identifying name field(s), a primary contact method (email or phone), and a status. A ""payment"" (transaction entity) MUST include a transaction date, a status, and an amount. A ""subscription"" (account entity) MUST include a type, a status, and key dates (start_date, end_date). A customer table with only a PK and no name is useless; a payment table with no date or amount is equally useless."
"G12-R019","Product Design","Products","Comprehensive Party Coverage","The model must provide comprehensive party/customer coverage (B2C, B2B, or mixed).","A telecom company (B2C) needs individual customer entities like residential profiles and household accounts. A mining company (B2B) needs corporate customer entities like enterprise accounts and business hierarchies. A bank serving both individuals and businesses (mixed B2B/B2C) MUST have entities supporting BOTH — individual customers AND corporate accounts. Missing either segment means an entire class of business queries (""Who are our corporate clients?"") cannot be answered."
"G12-R020","Product Design","Products","Evaluate Small Tables","Small tables with very few columns should be evaluated: MERGE, KEEP (if lookup), or DROP (if semantic duplicate).","A ""customer_type"" table with only PK, code, and label (3 columns) — KEEP it, it is a valid lookup/reference table. A ""customer_phone"" table with PK, customer_id, and phone_number (3 columns) that exists alongside a ""customer"" table that already has room for contact data — MERGE its columns into the customer table. A ""subscriber_profile"" table that is an exact semantic duplicate of ""customer.profile"" — DROP it. Always prefer KEEP or MERGE over DROP; only drop proven exact duplicates."
"G12-R021","Product Design","Attributes","Strict Column Ordering","Columns within a table must follow a strict ordering: PK, FKs, business, housekeeping, history-tracking.","For an ""order"" table, correct ordering is: (1) order_id (PK), (2) customer_id, product_id (FKs), (3) order_date, total_amount, status, shipping_method (business attributes), (4) is_deleted, created_by, updated_by (housekeeping), (5) created_at, updated_at, effective_date, version (history-tracking). An ""order"" table where ""created_at"" appears between ""order_date"" and ""total_amount"" violates this rule — housekeeping columns must not be interleaved with business attributes."
"G12-R022","Product Design","Attributes","Junction Table Audit Columns","Association tables that have only FK columns must include at minimum audit columns: created_at and created_by.","A ""course_enrollment"" association table linking students and courses might have only: enrollment_id (PK), student_id (FK), course_id (FK). Since it has no business attributes, it must also include ""created_at"" and ""created_by"" at minimum. This way, you know when each enrollment record was created and by which system or user."
"G12-R023","Product Design","Attributes","Housekeeping Columns Ordering","Housekeeping columns... must be placed after business attributes in column order.","In a ""customer"" table, business attributes like ""name"", ""email"", ""phone"", ""segment"" come first. Then housekeeping columns follow: ""is_deleted"" (BOOLEAN — soft delete flag), ""is_active"" (BOOLEAN — whether the customer is currently active), ""created_by"" (STRING — who created the record), ""updated_by"" (STRING — who last modified it). The housekeeping columns never appear between ""name"" and ""email"" — they always come after all business attributes."
"G12-R024","Product Design","Attributes","History-Tracking Columns Ordering","History-tracking columns... must be placed after housekeeping columns (last position).","In a ""price_schedule"" table, column order is: (1) price_schedule_id (PK), (2) product_id (FK), (3) base_price, currency, discount_pct (business), (4) is_active, created_by (housekeeping), (5) effective_from, effective_to, is_current, version_number (history-tracking). The ""effective_from"" and ""is_current"" columns go at the very end, not mixed in with ""base_price"" and ""currency""."
"G12-R025","Product Design","Attributes","Resolve Semantic Synonyms","Attribute semantic synonyms must be resolved to one canonical name per table.","If a table has both ""end_date"" and ""expiry_date"", and they mean the same thing, keep ONE — do not keep both. If a table has ""created_at"" (TIMESTAMP) and ""creation_date"" (DATE), these are semantic synonyms representing the same concept at different precision — keep only the more precise one (""created_at""). If a table has ""is_deleted"" and ""deleted"" (both BOOLEAN), they are synonyms — keep ""is_deleted"" which follows the is_ prefix convention."
"G12-R026","Product Design","Products","Define Small Tables","A table is classified as ""small"" when it has fewer attributes than the configured minimum (default 5). Small tables must be evaluated.","If the configured minimum is 5 attributes per table, a ""customer_type"" table with 3 attributes (PK, code, label) is small — evaluate it. It is a valid reference table, so KEEP it. A ""customer_phone"" table with 3 attributes (PK, customer_id, phone_number) is small — evaluate it. Its columns belong on the customer table, so MERGE. A ""status_lookup"" table with 2 attributes that duplicates another reference table — DROP it. Any table with 5 or more attributes is NOT small and is not subject to this evaluation."
"G12-R027","Product Design","Products","Validating Phantom Tables","A new table should only be created to resolve unlinked FK references when at least 2 different existing tables reference the same missing concept.","If both ""order.warehouse_id"" and ""shipment.warehouse_id"" reference a ""warehouse"" entity that does not yet exist, that is strong evidence — create the ""warehouse"" table. But if only ""order.legacy_warehouse_id"" references ""warehouse"" and no other table does, it is likely an incorrect or stale FK — do not create a phantom ""warehouse"" table based on a single reference. Wait until multiple tables corroborate the need."
"G02-SD01","Semantic Distinction","Attributes","Method vs Channel","Method vs Channel are NOT duplicates.","""payment_method"" holds values like ""credit_card"", ""bank_transfer"", ""cash"", ""digital_wallet"" — it describes WHAT instrument was used to pay. ""payment_channel"" holds values like ""web"", ""mobile_app"", ""in_store"", ""phone"" — it describes WHERE or HOW the payment was made. A customer could pay by credit card (method) through the mobile app (channel). These answer different business questions: ""Which payment methods have the highest fraud?"" vs ""Which channels generate the most revenue?"""
"G02-SD02","Semantic Distinction","Attributes","ID vs Name","ID vs Name are NOT duplicates.","""customer_id"" (like 10042) is a system-generated numeric identifier used for joins and machine processing. ""customer_name"" (like ""Sarah Mitchell"") is a human-readable display value. Similarly, ""product_code"" (like ""PLN-50GB-PRE"") is a lookup key, while ""product_name"" (like ""Premium Wireless Plan 50GB"") is the human-readable name. Both columns serve fundamentally different purposes and must coexist — one for machines, one for humans."
"G02-SD03","Semantic Distinction","Attributes","Target vs Actual","Target vs Actual are NOT duplicates.","""sla_target_time"" (4 hours — what was promised to the customer) and ""sla_actual_time"" (3.5 hours — how long it actually took) are NOT duplicates. Similarly, ""budget_amount"" (what was planned) and ""actual_amount"" (what was spent) are distinct. ""target_delivery_date"" (promised) and ""actual_delivery_date"" (delivered) are distinct. Comparing target to actual is a fundamental business analysis pattern — removing either column makes the comparison impossible."
"G02-SD04","Semantic Distinction","Attributes","Lifecycle Timestamps","Lifecycle timestamps are NOT duplicates.","An order might have: ""created_timestamp"" (when the order was placed), ""approved_timestamp"" (when it was reviewed and approved), ""shipped_timestamp"" (when it left the warehouse), and ""completed_timestamp"" (when the customer received it). Each marks a different business milestone. However, ""created_date"" and ""creation_date"" ARE duplicates — they represent the SAME event with slightly different names. Only flag as duplicates when columns represent the same event, not different lifecycle stages."
"G02-SD05","Semantic Distinction","Attributes","Mixed Date Granularities","Different date granularities can coexist.","""scheduled_date"" (DATE type, like 2025-03-15) is used for day-level planning and reporting — ""How many deliveries are scheduled for next Tuesday?"" ""scheduled_start_time"" (TIMESTAMP type, like 2025-03-15T09:30:00) is used for precise scheduling — ""What exact time should the driver arrive?"" A logistics manager needs the DATE for daily planning; a dispatcher needs the TIMESTAMP for exact timing. Both columns serve different precision needs and should coexist."
